"Accession","Gene","median.x","median.y","group"
"42","Q96S66","CLCC1",0.767790435415383,0.560593206343655,"weak"
"43","P06576","ATP5F1B",0.366035903524879,0.503102606864242,"noise"
"44","Q16777","H2AC20",0.35736090225199,0.577952656687426,"noise"
"45","P55084","HADHB",0.4170303215872,0.556014777630009,"noise"
"46","O75629","CREG1",0.428388475365221,0.508422695942691,"noise"
"47","A0A0G2JIW1","HSPA1B",0.533150227235517,0.600970562837465,"noise"
"48","P30101","PDIA3",0.392162140399459,0.724404106211431,"weak"
"49","P31942","HNRNPH3",0.417388297154869,0.536183653358181,"noise"
"50","P78406","RAE1",0.516170388162731,0.454071845526671,"noise"
"51","P04792","HSPB1",0.418721653406992,0.532742907953284,"noise"
"52","P38646","HSPA9",0.382612424219952,0.680272938846215,"weak"
"53","Q06830","PRDX1",0.519798289113293,0.523257133510768,"noise"
"54","P08670","VIM",0.252412219018525,0.595437913360574,"noise"
"55","P12236","SLC25A6",0.411562344860276,0.589878419945754,"noise"
"56","P31943","HNRNPH1",0.455241636278207,0.50435935846463,"noise"
"57","Q01469","FABP5",0.35645143775539,0.453995202504852,"noise"
"58","A0A087X0X3","HNRNPM",0.429515287152042,0.483126341568935,"noise"
"59","O43278","SPINT1",0.530958851942989,0.811908165972983,"weak"
"60","O75400","PRPF40A",0.623932721047174,0.462335371347694,"weak"
"61","P35232","PHB",0.462336894257366,0.491716753720806,"noise"
"62","P14618","PKM",0.324705124157366,0.700965654062837,"weak"
"63","O75533","SF3B1",0.49156365581003,0.492495077065969,"noise"
"64","P52597","HNRNPF",0.388637949531096,0.544939589303564,"noise"
"65","Q5QNW6","H2BC18",0.316960962212369,0.561227906236569,"noise"
"66","F8VVM2","SLC25A3",0.453847535183389,0.556459975527579,"noise"
"67","P69905","HBA1",0.351100639416388,0.724200027765387,"weak"
"68","Q6ZXV5","TMTC3",0.833491103206686,0.514791059919129,"weak"
"69","Q14126","DSG2",0.531507822790025,0.615045605199361,"noise"
"70","Q6ZVX7","NCCRP1",0.309558460218729,0.678584373478788,"weak"
"71","Q12906","ILF3",0.38184613539612,0.557435504262702,"noise"
"72","Q01085","TIAL1",0.425155806251012,0.484831380126059,"noise"
"73","P01037","CST1",0.612753260179666,0.483398485418376,"weak"
"74","H7C463","IMMT",0.614503437570767,0.484706500414661,"weak"
"75","F8W8I6","TIA1",0.418360099350128,0.497710608230021,"noise"
"76","P61978","HNRNPK",0.368803563194996,0.558834160458103,"noise"
"77","B4DY08","HNRNPC",0.481538954056743,0.557306704490724,"noise"
"78","Q9Y230","RUVBL2",0.577402102185794,0.389082521771102,"weak"
"79","Q00839","HNRNPU",0.403388426762884,0.574965797519114,"noise"
"80","P62269","RPS18",0.476519290875095,0.47485340634502,"noise"
"81","A0A5F9ZHM4","LDHB",0.479158950089634,0.68023456327882,"weak"
"82","A0A0A0MR02","VDAC2",0.493209070567619,0.493170030745466,"noise"
"83","P62249","RPS16",0.520248789448463,0.412876211919981,"noise"
"84","P04075","ALDOA",0.425639618223368,0.608681971202971,"noise"
"85","P04040","CAT",0.251707263804484,0.62119543359975,"noise"
"86","Q9NVI7","ATAD3A",0.392118753482906,0.625450714686409,"weak"
"87","P84243","H3-3A",0.399905845499631,0.587277266668529,"noise"
"88","P00558","PGK1",0.47493876025291,0.401197501349116,"noise"
"89","P31947","SFN",0.316955520468273,NA,"noise"
"90","P00338","LDHA",0.337429684822053,0.678109898772866,"weak"
"91","P49411","TUFM",0.425922131586436,0.572697785358306,"noise"
"92","P23396","RPS3",0.456893623512157,0.501550193465299,"noise"
"93","P58107","EPPK1",0.297324285670526,0.287368109428628,"noise"
"94","P05023","ATP1A1",0.658462517944175,0.73531365964505,"strong"
"95","Q9H0U4","RAB1B",0.451684608367785,0.407199420558926,"noise"
"96","A0A087WVQ6","CLTC",0.509217295482817,0.359105193083571,"noise"
"97","P14625","HSP90B1",0.493350108046753,0.596430004031469,"noise"
"98","P07900","HSP90AA1",0.51664459553342,0.602638710961396,"noise"
"99","P35221","CTNNA1",0.537149394166384,0.616345989083028,"weak"
"100","P49327","FASN",0.547399079499508,0.606157038661293,"noise"
"101","Q02878","RPL6",0.580324355292085,0.372198721826365,"weak"
"102","P13639","EEF2",0.469632013705531,0.669772788586487,"weak"
"103","P53985","SLC16A1",0.549814088466596,0.544942680390598,"noise"
"104","P06733","ENO1",0.208748897717242,0.773512123063148,"noise"
"105","P62937","PPIA",0.394472267453139,0.566112615969373,"noise"
"106","P62701","RPS4X",0.5582359532742,0.452534029340649,"noise"
"107","Q9NZT1","CALML5",0.235937322878155,0.712975184571591,"noise"
"108","P11279","LAMP1",NA,NA,"noise"
"109","P62277","RPS13",0.524657403395521,0.570488621629979,"noise"
"110","P09382","LGALS1",0.509382714628198,0.559904899704828,"noise"
"111","P62913","RPL11",0.547347321548971,0.479238598041656,"noise"
"112","P27482","CALML3",0.430243197216137,0.539674779941789,"noise"
"113","P20700","LMNB1",0.339583201558666,0.5638912552731,"noise"
"114","Q01650","SLC7A5",0.685977701826118,0.6473777079887,"strong"
"115","O43240","KLK10",0.586948376546722,0.393514321347227,"weak"
"116","P16403","H1-2",0.309124640180341,0.516328946480332,"noise"
"117","P56537","EIF6",NA,0.56239615273628,"noise"
"118","P40926","MDH2",0.309291253584141,0.658386646422819,"weak"
"119","P22223","CDH3",0.758326562515473,0.769052565420166,"strong"
"120","P42167","TMPO",0.352106315254214,0.625795688696632,"weak"
"121","P06702","S100A9",0.282538370367914,0.748554097665676,"noise"
"122","A0A087WTT1","PABPC1",0.614570190602282,0.462121829422862,"weak"
"123","P62244","RPS15A",0.602636922391801,0.307572074905737,"noise"
"124","P35658","NUP214",0.43045289099662,0.458412306336353,"noise"
"125","P78527","PRKDC",0.431028469866483,0.523975331558172,"noise"
"126","P02768","ALB",0.133729099320118,0.84347486614485,"noise"
"127","P07737","PFN1",0.342323697706701,0.633271761847531,"weak"
"128","Q92945","KHSRP",0.461196935744901,0.506888038783881,"noise"
"129","P26373","RPL13",0.601265703561264,0.476120191996241,"weak"
"130","Q14677","CLINT1",0.450719639124337,0.355379255682797,"noise"
"131","H0Y8G5","HNRNPD",0.485140481804593,0.45274709859276,"noise"
"132","Q13148","TARDBP",0.419243037831873,0.525460545201809,"noise"
"133","E7EQB2","LTF",0.24227983302665,0.692461814580871,"noise"
"134","O43175","PHGDH",0.571998887462007,0.413333286453754,"noise"
"135","P04843","RPN1",0.476798804014593,0.595920856402586,"noise"
"136","J3KRX5","RPL17",0.455262225062184,0.482320934750191,"noise"
"137","P31151","S100A7",0.262280064567673,0.65698804531815,"noise"
"138","C9JD32","RPL23",0.521636888417085,0.535357551979843,"noise"
"139","P61353","RPL27",0.378254283293013,0.501599900996244,"noise"
"140","P46781","RPS9",0.531866109340091,0.498531572022843,"noise"
"141","H0Y4R1","IMPDH2",0.625617394234368,0.379929390182284,"weak"
"142","P14866","HNRNPL",0.513054657287885,0.548007610812767,"noise"
"143","P32119","PRDX2",0.354018380469525,0.640137170971484,"weak"
"144","P61626","LYZ",0.322004235060579,0.661860546158065,"weak"
"145","O43143","DHX15",0.495130280137724,0.506727975887083,"noise"
"146","P62906","RPL10A",0.516630632836542,0.505142385543422,"noise"
"147","P22735","TGM1",0.24039796228346,0.564722794093134,"noise"
"148","P51991","HNRNPA3",0.474357522156343,0.482414954449345,"noise"
"149","Q07065","CKAP4",0.502248185421054,0.421738476332844,"noise"
"150","P26368","U2AF2",0.592149828099233,0.405723818574377,"weak"
"151","P27797","CALR",0.453485996399909,0.585891867011772,"noise"
"152","P19338","NCL",0.373762236029343,0.517904802095592,"noise"
"153","Q15717","ELAVL1",0.442324763858148,0.481243581795795,"noise"
"154","P26641","EEF1G",0.356019020600237,0.568075003877851,"noise"
"155","P30050","RPL12",0.534065578582971,0.495230079809055,"noise"
"156","Q15029","EFTUD2",0.438171192248229,0.508235049241982,"noise"
"157","Q15084","PDIA6",0.461490583937523,0.575057815308491,"noise"
"158","Q15365","PCBP1",0.459108859260987,0.49158873692447,"noise"
"159","P07237","P4HB",0.356949716509412,0.695145064856448,"weak"
"160","P83731","RPL24",0.416188188487058,0.474698644424135,"noise"
"161","Q13838","DDX39B",0.399427711568545,0.564535216090935,"noise"
"162","P36542","ATP5F1C",0.552605297532011,0.450750886483687,"noise"
"163","P09758","TACSTD2",0.620775392860543,0.458058445712713,"weak"
"164","P34897","SHMT2",0.392144754059449,0.539891009985034,"noise"
"165","P62280","RPS11",0.59256022981636,0.372236368756874,"weak"
"166","J3KTA4","DDX5",0.515267221547575,0.510539709127258,"noise"
"167","P51148","RAB5C",0.475164868073192,0.492516839971243,"noise"
"168","Q13509","TUBB3",0.584851899488376,0.630763514491449,"strong"
"169","P63173","RPL38",0.51000772281791,0.453291750618876,"noise"
"170","P17931","LGALS3",0.37450010238993,0.478736702505046,"noise"
"171","Q9Y265","RUVBL1",0.480549288017972,0.478135630597558,"noise"
"172","P23246","SFPQ",0.365708559831902,0.519120462667772,"noise"
"173","P26599","PTBP1",0.454197135082781,0.498212719081094,"noise"
"174","Q8TEM1","NUP210",0.519923443135866,0.413177742108966,"noise"
"175","P39656","DDOST",0.369235055759595,0.660126249376953,"weak"
"176","Q05048","CSTF1",0.585145264946966,0.546105557462161,"weak"
"177","P13073","COX4I1",0.513456756286856,0.514545031581785,"noise"
"178","Q12955","ANK3",0.432626358013954,0.657034974241894,"weak"
"179","P50502","ST13",0.426315652770512,0.574837892378467,"noise"
"180","A2NJV5","IGKV2-29",0.295462575240613,0.674169776884103,"noise"
"181","M0R0F0","RPS5",0.495504118334436,0.477419603466147,"noise"
"182","Q9UKM9","RALY",NA,0.418551977613326,"noise"
"183","P07099","EPHX1",0.479452000457472,0.471600799197695,"noise"
"184","P23528","CFL1",0.477782849343942,0.547422083622016,"noise"
"185","A0A2R8Y6J3","RPL5",0.550440404025981,0.447255473271064,"noise"
"186","Q9UJS0","SLC25A13",0.342655042585532,0.582156347073939,"noise"
"187","P16401","H1-5",0.526377992779414,0.424867418256585,"noise"
"188","P49755","TMED10",0.521517616349324,0.416542251289024,"noise"
"189","P00403","MT-CO2",0.437824902172164,0.588753726859415,"noise"
"190","O75223","GGCT",0.328151049739748,0.719179613071383,"weak"
"191","Q08188","TGM3",0.173246227384766,0.768288954691894,"noise"
"192","E9PQD7","RPS2",0.48442510872369,0.454409697761227,"noise"
"193","P51149","RAB7A",0.323412663292159,0.565297114788304,"noise"
"194","P06748","NPM1",0.441920961710484,0.588482092676001,"noise"
"195","P60866","RPS20",0.415369554815586,0.558730117447545,"noise"
"196","Q02978","SLC25A11",0.470316839767564,0.543989936325479,"noise"
"197","Q9NZ01","TECR",0.421998125477514,0.481250620779256,"noise"
"198","P62424","RPL7A",0.438475271634392,0.545840901308065,"noise"
"199","P04844","RPN2",0.61563232038325,0.490901931065185,"weak"
"200","Q9BUJ2","HNRNPUL1",0.351920523684279,0.468594980185627,"noise"
"201","P62491","RAB11A",0.463560385817322,0.523187291217747,"noise"
"202","A0A1B0GUE3","ASAH1",0.388184690274983,0.608314746662099,"noise"
"203","Q13835","PKP1",0.421907720384,0.622603482360203,"weak"
"204","P61224","RAP1B",0.527739282635506,0.627205143665842,"weak"
"205","P00390","GSR",0.607782324583519,NA,"noise"
"206","P15531","NME1",0.488463264449075,0.547637810656689,"noise"
"207","Q9Y277","VDAC3",0.404558331962823,0.564465761300563,"noise"
"208","P31944","CASP14",0.146407068498821,0.837506979844355,"noise"
"209","P50995","ANXA11",0.444511758143365,0.520038353834869,"noise"
"210","P13667","PDIA4",0.460053677088134,0.499291239670856,"noise"
"211","H0YHA7","RPL18",0.593320801424678,0.405008487226015,"weak"
"212","P62266","RPS23",0.518198678092703,0.487029422383194,"noise"
"213","Q13501","SQSTM1",0.613323108943919,0.560653085199968,"weak"
"214","P48047","ATP5PO",0.394813592984444,0.470613114877899,"noise"
"215","P11908","PRPS2",0.542298622949144,0.313124620813578,"noise"
"216","O00571","DDX3X",0.464052647102865,0.567988013433931,"noise"
"217","Q08554","DSC1",0.411342253334816,0.812343228434156,"weak"
"218","G3V1B3","RPL21",0.433094269245653,0.543027469494839,"noise"
"219","Q9Y5A9","YTHDF2",0.465414930994033,0.489610978006725,"noise"
"220","P39019","RPS19",0.415051138116369,0.558106014349307,"noise"
"221","P18669","PGAM1",0.6539461922578,0.387963495843502,"weak"
"222","P21333","FLNA",0.263130338045371,0.608245715020037,"noise"
"223","P05388","RPLP0",0.491780834460489,0.524724726411907,"noise"
"224","Q09666","AHNAK",0.658987516897895,0.413422688426944,"weak"
"225","P35579","MYH9",0.3755108956282,0.628570951575894,"weak"
"226","Q92841","DDX17",0.514020065816622,0.462695139478169,"noise"
"227","P49207","RPL34",0.552261302007612,0.399734265736917,"noise"
"228","P23490","LORICRIN",0.43549614244678,0.49531200317998,"noise"
"229","H3BNC9","",0.403823779975892,0.498323609183705,"noise"
"230","B4DLN1","",0.451262166333382,0.539820815710777,"noise"
"231","Q8N1F7","NUP93",0.573311296302664,0.409139249225163,"noise"
"232","P09936","UCHL1",0.404479684875309,0.652316524074032,"weak"
"233","A0A1B0GVD5","CTSD",0.190097300412337,0.726569972950218,"noise"
"234","P49756","RBM25",0.394350558417348,0.602213603917382,"noise"
"235","P29508","SERPINB3",0.22504725089598,0.722639721779448,"noise"
"236","Q92804","TAF15",0.403123219872621,0.445066883755098,"noise"
"237","P01876","IGHA1",0.236368054309003,0.673020603299274,"noise"
"238","P84098","RPL19",0.612438940039871,0.393615680190523,"weak"
"239","P11717","IGF2R",0.489289644169565,0.20536736246938,"noise"
"240","A0A087WWU8","TPM3",0.520511929943475,0.558442430510502,"noise"
"241","E9PKZ0","RPL8",0.453319179711958,0.505145599338696,"noise"
"242","P27824","CANX",0.569071811736495,0.599336771219276,"noise"
"243","P62258","YWHAE",0.491267641370267,0.501192639399307,"noise"
"244","Q96PK6","RBM14",0.342527838911324,0.508018081882991,"noise"
"245","O43809","NUDT21",0.436423917971767,0.447158925788191,"noise"
"246","P01834","IGKC",0.386093210343548,0.611687158965986,"noise"
"247","Q15233","NONO",0.408196100909904,0.504629892784499,"noise"
"248","P25398","RPS12",0.503470918283092,0.482583101366028,"noise"
"249","P38919","EIF4A3",0.369366530561451,0.517675480988194,"noise"
"250","P09211","GSTP1",0.437176120604289,0.542648323700978,"noise"
"251","B4DR61","SEC61A1",0.489403710780064,0.521224544007761,"noise"
"252","B5MDF5","RAN",0.499114747285494,0.593916089703183,"noise"
"253","H0YKD8","RPL28",0.439232534769726,0.481338990860084,"noise"
"254","Q9P035","HACD3",0.484686376706352,0.49371146985315,"noise"
"255","A0A3B3ITD8","NUP98",0.478537134505912,0.624551936530226,"weak"
"256","P20645","M6PR",0.403395628179006,0.368121563429276,"noise"
"257","Q14574","DSC3",0.312847879039312,0.669764353341999,"weak"
"258","Q01081","U2AF1",0.58750824016102,0.435233576452633,"weak"
"259","Q14697","GANAB",0.49690911756746,0.588125995955304,"noise"
"260","P06744","GPI",0.623354167416976,0.515649703105158,"weak"
"261","P60842","EIF4A1",0.475577728174867,0.567924525697682,"noise"
"262","Q92542","NCSTN",0.71004499003664,0.741721583677278,"strong"
"263","A0A087X2D0","SRSF3",0.386075098171091,0.53064229037772,"noise"
"264","Q9H8K7","PAAT",0.39555703943378,0.659740247381587,"weak"
"265","O43390","HNRNPR",0.455819604685907,0.453815259646385,"noise"
"266","Q9H0U3","MAGT1",NA,0.486866787619928,"noise"
"267","P29401","TKT",0.470263383086874,0.529055538735673,"noise"
"268","Q96DI7","SNRNP40",0.537266151906865,0.4802243642887,"noise"
"269","Q6NUK1","SLC25A24",NA,NA,"noise"
"270","Q9Y3U8","RPL36",NA,0.433571913478644,"noise"
"271","O75643","SNRNP200",0.505927875969694,0.496775910677208,"noise"
"272","F5H282","TCP1",NA,NA,"noise"
"273","D6RBZ0","HNRNPAB",0.340516172100163,0.531731138197359,"noise"
"274","H0YL69","PSMA4",0.332984648842203,0.674581602881083,"weak"
"275","E9PLL6","RPL27A",NA,0.399355241255495,"noise"
"276","Q96EP5","DAZAP1",0.587356160127693,0.457279764498862,"weak"
"277","P08865","RPSA",0.458805489029467,0.535357344263451,"noise"
"278","Q07021","C1QBP",0.411850097367023,0.513943984828242,"noise"
"279","P31025","LCN1",0.280982631158001,0.672197130528493,"noise"
"280","P01857","IGHG1",0.235907096736116,0.540912918577595,"noise"
"281","Q13867","BLMH",0.372597218069009,0.756742261545846,"weak"
"282","P50402","EMD",0.432304513844231,0.505743880347132,"noise"
"283","P32322","PYCR1",0.534106808416716,0.550689769971098,"noise"
"284","P20618","PSMB1",0.465482974782547,0.633371214803067,"weak"
"285","Q15149","PLEC",0.366348768654083,0.332629763692876,"noise"
"286","A8MXP9","MATR3",0.474758118941818,0.556960861053737,"noise"
"287","P36578","RPL4",0.532267371359364,0.447066592510038,"noise"
"288","P63167","DYNLL1",0.493688688357386,0.530895735413382,"noise"
"289","P62854","RPS26",0.537171115534289,0.510579239904089,"noise"
"290","P60174","TPI1",0.313628247685042,0.620484147394166,"weak"
"291","P60903","S100A10",0.477657059070587,NA,"noise"
"292","P20073","ANXA7",0.453290827459772,0.426032391648461,"noise"
"293","P62081","RPS7",0.461096037368318,0.530551856397224,"noise"
"294","O43707","ACTN4",0.311086215492018,0.474326130087888,"noise"
"295","P51572","BCAP31",0.457030647272182,0.555059587145294,"noise"
"296","P63244","RACK1",0.400259277354447,0.594100181623251,"noise"
"297","Q7Z3B4","NUP54",0.492870527607799,0.425168873503702,"noise"
"298","Q7Z739","YTHDF3",0.500960348661979,0.404895128702131,"noise"
"299","Q9HAU0","PLEKHA5",0.61261743225999,0.612381454318704,"weak"
"300","P50914","RPL14",0.500788134566979,0.509425499417636,"noise"
"301","Q16629","SRSF7",0.384844567313179,0.623835220170644,"weak"
"302","P01040","CSTA",0.299807496826597,0.6818909608292,"weak"
"303","B0QYK0","EWSR1",0.463212969966163,0.478533155917859,"noise"
"304","Q02383","SEMG2",0.507882125099373,0.490927681011194,"noise"
"305","P62314","SNRPD1",0.478098590174289,0.519753530424468,"noise"
"306","Q08211","DHX9",0.418471226897017,0.597881297976009,"noise"
"307","Q53GQ0","HSD17B12",0.429237390610319,0.586433848504677,"noise"
"308","A0A590UK80","",0.404175039262011,0.516724089761608,"noise"
"309","P61247","RPS3A",0.529818323207549,0.397553731470815,"noise"
"310","I3L192","BSG",0.604664554539097,0.573593207070158,"weak"
"311","P05089","ARG1",0.197874288417993,0.822090065068332,"noise"
"312","P49748","ACADVL",0.566050209652937,0.608718835828079,"noise"
"313","P02786","TFRC",0.483750158828148,0.464771996276951,"noise"
"314","P23284","PPIB",0.313853680939335,0.581969099790073,"noise"
"315","P50395","GDI2",0.489797194570344,0.668295443827397,"weak"
"316","A0A0C4DGI3","CS",0.48283018485592,0.577128519236867,"noise"
"317","Q9BSJ8","ESYT1",NA,0.583986165657124,"noise"
"318","Q9Y2W1","THRAP3",0.33714972620916,0.532252191740446,"noise"
"319","G3V279","ERH",0.474337506993063,0.539006397353537,"noise"
"320","P46940","IQGAP1",0.405382236132967,0.462476490454268,"noise"
"321","H7C2W9","RPL31",0.53705668758564,0.440707568110599,"noise"
"322","P62841","RPS15",0.518599768794695,0.447750547172316,"noise"
"323","P40429","RPL13A",0.578763162555298,0.376580208926112,"weak"
"324","P10599","TXN",0.364665097274532,0.598570863228375,"noise"
"325","P62318","SNRPD3",0.466601764374599,0.503188996563508,"noise"
"326","H3BRG4","UQCRC2",0.395871230437474,0.500260928672583,"noise"
"327","P28074","PSMB5",0.317676505386417,0.677074094265089,"weak"
"328","G3V3U4","PSMA6",0.458866783150496,0.68267981032829,"weak"
"329","C9JRZ6","CHCHD3",0.49349543050995,0.573207580259621,"noise"
"330","E5RI99","RPL30",NA,0.426433253327098,"noise"
"331","Q9Y6C9","MTCH2",0.475554910894485,NA,"noise"
"332","A8MUD9","RPL7",0.431746483913828,0.530608778740601,"noise"
"333","P31949","S100A11",0.451718248643003,0.660453436729444,"weak"
"334","P29692","EEF1D",0.455939586464565,NA,"noise"
"335","Q9Y5S9","RBM8A",0.398703697232609,0.526733305548043,"noise"
"336","Q96T58","SPEN",0.322640689932408,0.687683837395151,"weak"
"337","P49768","PSEN1",0.656779075718342,0.676202223002748,"strong"
"338","P30048","PRDX3",NA,0.437567808937812,"noise"
"339","E7EQV9","RPL15",0.547189524230031,0.559867766123839,"noise"
"340","Q99959","PKP2",0.438928539659127,0.609557561598336,"noise"
"341","P61513","RPL37A",0.50027662858505,0.510072041894237,"noise"
"342","P04745","AMY1A",NA,0.674899460455628,"noise"
"343","P27635","RPL10",0.592957719680897,0.434337889512413,"weak"
"344","P28066","PSMA5",0.455046748726206,0.649316159588251,"weak"
"345","P25787","PSMA2",0.501401017373133,0.546971125381971,"noise"
"346","F8VZX2","PCBP2",0.574359083905628,0.424333999455456,"weak"
"347","Q96I24","FUBP3",0.390404184117755,0.382144302794813,"noise"
"348","P62995","TRA2B",0.367240086356941,0.513278450846367,"noise"
"349","B7Z6Z4","MYL6",0.430172101566825,0.541727419523388,"noise"
"350","A0A024QZ42","PDCD6",0.389909122929801,0.507667095893403,"noise"
"351","P46783","RPS10",0.49553583886409,0.468775952576404,"noise"
"352","Q6UWP8","SBSN",0.262114482970042,0.627745575709521,"noise"
"353","P67809","YBX1",0.442381537178475,0.407386617399834,"noise"
"354","Q9Y446","PKP3",0.588228674662373,0.42593515100938,"weak"
"355","P39023","RPL3",0.407296438498381,0.469981213954002,"noise"
"356","Q96FQ6","S100A16",0.485324110663718,0.500397706357533,"noise"
"357","Q16610","ECM1",0.385686575315465,NA,"noise"
"358","B4DY09","ILF2",0.331394298059778,0.587376383200414,"noise"
"359","P08758","ANXA5",0.441547705122207,0.648721050398138,"weak"
"360","P78371","CCT2",0.428527876764741,0.596818875660365,"noise"
"361","Q9C0J8","WDR33",0.508852664833525,0.534677223775109,"noise"
"362","Q5VV87","MGST3",NA,0.449929639547771,"noise"
"363","Q10570","CPSF1",0.365221026248332,0.464854958885026,"noise"
"364","A0A0G2JMZ8","OCLN",NA,NA,"noise"
"365","P24539","ATP5PB",0.42891267107597,0.560430415867094,"noise"
"366","Q96AG4","LRRC59",0.549922118226183,0.40659078893448,"noise"
"367","J3KTL2","SRSF1",0.489699186292542,0.58426942574129,"noise"
"368","O00425","IGF2BP3",0.463426688144976,0.276425772033383,"noise"
"369","P16422","EPCAM",0.617869859665082,0.717193457713584,"strong"
"370","P27708","CAD",NA,NA,"noise"
"371","F8VRN8","LIMA1",NA,0.47660597669888,"noise"
"372","P25786","PSMA1",0.307249390594901,0.682887946061477,"weak"
"373","P07858","CTSB",0.42014866119619,0.501304452598155,"noise"
"374","Q14974","KPNB1",0.39078211422273,0.545180241703933,"noise"
"375","O75635","SERPINB7",0.410695569552192,0.64772801359794,"weak"
"376","Q15393","SF3B3",0.526500182882344,0.397249810935957,"noise"
"377","P42766","RPL35",0.469878927154158,0.512617364115778,"noise"
"378","J3QQQ9","",0.496059055789214,0.552472255879737,"noise"
"379","P62241","RPS8",0.456195498471837,0.558571842924479,"noise"
"380","P47929","LGALS7",0.343746249133639,0.547778758313008,"noise"
"381","E9PB61","ALYREF",0.607798632258552,0.548317996813674,"weak"
"382","P48681","NES",0.434590913267089,0.504669051774252,"noise"
"383","O14979","HNRNPDL",0.380015024874382,0.459104283641745,"noise"
"384","P62316","SNRPD2",0.565279710312276,0.429365953552253,"noise"
"385","Q9UMS4","PRPF19",0.447797842179386,0.40098968434792,"noise"
"386","Q12931","TRAP1",0.37361727351545,0.571488307920366,"noise"
"387","P12814","ACTN1",0.370775151532768,0.583082910421402,"noise"
"388","Q9HCY8","S100A14",0.35368359572445,0.492370149382833,"noise"
"389","Q8WVV4","POF1B",0.301110552892161,0.645388059463551,"weak"
"390","P02452","COL1A1",NA,NA,"noise"
"391","P12273","PIP",0.242927163601121,0.687714274094237,"noise"
"392","A0A2R8Y849","RPS24",NA,0.534678786284378,"noise"
"393","X6RDA4","PSPC1",0.614184898247889,0.41496331540774,"weak"
"394","A0A0A0MRM8","MYO6",0.496660167124809,0.369131153609058,"noise"
"395","Q13435","SF3B2",0.580535504155532,0.561951705168724,"weak"
"396","Q07666","KHDRBS1",0.396231398683357,0.532201848065676,"noise"
"397","A0A3B3ISX1","ADAR",0.497135248737281,0.55389731969877,"noise"
"398","K7EJV9","RPL23A",0.367733267560514,0.562139916466306,"noise"
"399","Q96HS1","PGAM5",NA,0.44773813363801,"noise"
"400","P38159","RBMX",0.369282686837937,0.465807070342551,"noise"
"401","Q16651","PRSS8",NA,0.672179293113808,"noise"
"402","Q99567","NUP88",0.485753814816953,0.480659284711884,"noise"
"403","P61026","RAB10",0.441519112494748,0.512183563907948,"noise"
"404","Q5SZX6","CCT3",0.659374131115907,0.388704026291195,"weak"
