"Accession","Gene","median.x","median.y","group"
"416","C9JF17","APOD",NA,NA,"noise"
"417","Q86U42","PABPN1",NA,NA,"noise"
"418","P62140","PPP1CB",NA,NA,"noise"
"419","O75494","SRSF10",NA,NA,"noise"
"420","Q13492","PICALM",NA,NA,"noise"
"421","P16104","H2AX",0.41541737826678,0.600800434528964,"noise"
"422","Q8WU79","SMAP2",0.498622873334215,NA,"noise"
"423","A0A0C4DGN4","ZG16B",NA,0.689111680843894,"noise"
"424","Q9UJV9","DDX41",NA,0.504444457132821,"noise"
"425","P62306","SNRPF",NA,NA,"noise"
"426","F8WJN3","CPSF6",NA,0.393798362113867,"noise"
"427","P02814","SMR3B",NA,NA,"noise"
"428","P81605","DCD",0.261584061897289,0.752965585738269,"noise"
"429","P04279","SEMG1",0.514262352166174,0.508819354818458,"noise"
"430","P02647","APOA1",NA,0.58909847353358,"noise"
"431","P02763","ORM1",NA,0.770408911848304,"noise"
"432","O75342","ALOX12B",NA,NA,"noise"
"433","Q9Y6Y0","IVNS1ABP",NA,NA,"noise"
"434","P23526","AHCY",0.558519772783965,NA,"noise"
"435","Q9HDC9","APMAP",NA,NA,"noise"
"436","E9PK91","BCLAF1",NA,NA,"noise"
"437","B1AKQ8","GNB1",0.503504048304183,NA,"noise"
"438","P05387","RPLP2",NA,NA,"noise"
"439","Q9UI42","CPA4",0.319532480793381,0.694379208237848,"weak"
"440","Q12996","CSTF3",NA,NA,"noise"
"441","P80188","LCN2",NA,NA,"noise"
"442","P06312","IGKV4-1",NA,NA,"noise"
"443","P08311","CTSG",NA,NA,"noise"
"444","P13929","ENO3",NA,NA,"noise"
"445","P05164","MPO",NA,NA,"noise"
"446","Q9UJZ1","STOML2",0.322689270489358,NA,"noise"
"447","A0A286YEY4","IGHG2",0.284677556518766,0.732797820944932,"noise"
"448","A6NLM8","SSR4",0.370635773961423,0.620383850673293,"weak"
"449","P62857","RPS28",NA,NA,"noise"
"450","P17900","GM2A",NA,NA,"noise"
"451","O43347","MSI1",NA,NA,"noise"
"452","H0Y804","AKR1C1",NA,NA,"noise"
"453","P48594","SERPINB4",0.278493849365486,0.647546142717048,"noise"
"454","X6RFL8","RAB14",NA,NA,"noise"
"455","P00505","GOT2",NA,NA,"noise"
"456","O43852","CALU",NA,NA,"noise"
"457","Q96C36","PYCR2",NA,NA,"noise"
"458","Q9BPW8","NIPSNAP1",0.491689351780352,NA,"noise"
"459","Q14498","RBM39",NA,NA,"noise"
"460","Q9H307","PNN",NA,NA,"noise"
"461","J3QR68","HP",NA,0.501727568764724,"noise"
"462","P55795","HNRNPH2",0.484715443719271,0.461428785835054,"noise"
"463","F5H423","",0.496265729514357,NA,"noise"
"464","Q01780","EXOSC10",NA,0.545482712491939,"noise"
"465","Q96QA5","GSDMA",0.309669628450761,0.699168283216503,"weak"
"466","Q9Y3B4","SF3B6",NA,0.437753764518673,"noise"
"467","Q96AE4","FUBP1",0.692602912280495,0.309747167085849,"noise"
"468","P02790","HPX",0.433711393219802,0.666931397899596,"weak"
"469","Q8IW75","SERPINA12",NA,NA,"noise"
"470","P26196","DDX6",0.491692584222019,NA,"noise"
"471","P50454","SERPINH1",0.433825022003539,NA,"noise"
"472","Q9UBG3","CRNN",NA,NA,"noise"
"473","O00159","MYO1C",NA,NA,"noise"
"474","A0A0A0MT01","GSN",NA,NA,"noise"
"475","P59665","DEFA1",NA,0.556220110278636,"noise"
"476","Q96D15","RCN3",NA,NA,"noise"
"477","D3YTB1","RPL32",NA,NA,"noise"
"478","Q01105","SET",0.446591101301729,0.682541322675029,"weak"
"479","X6R700","CHTOP",NA,NA,"noise"
"480","P09874","PARP1",NA,NA,"noise"
"481","E9PCA1","CCT5",NA,NA,"noise"
"482","Q9UQ35","SRRM2",NA,NA,"noise"
"483","P62304","SNRPE",NA,NA,"noise"
"484","Q15828","CST6",0.382096817034489,0.555632276803943,"noise"
"485","P02675","FGB",NA,NA,"noise"
"486","M0QXN5","NUP62",NA,0.48196497300427,"noise"
"487","P32969","RPL9",0.43033469543791,0.645822294445656,"weak"
"488","A0A024R6I7","SERPINA1",NA,0.676630212356699,"noise"
"489","A0A0B4J231","IGLL5",0.456818107794688,0.504896439971462,"noise"
"490","Q92499","DDX1",NA,NA,"noise"
"491","O75306","NDUFS2",NA,NA,"noise"
"492","Q9P2I0","CPSF2",NA,NA,"noise"
"493","P61604","HSPE1",0.315982921954608,NA,"noise"
"494","Q53RT3","ASPRV1",NA,NA,"noise"
"495","P02671","FGA",NA,0.529475109608122,"noise"
"496","P68871","HBB",0.220661974927912,0.755964547351105,"noise"
"497","A0A087WV45","TTR",NA,NA,"noise"
"498","Q13310","PABPC4",0.543205433634534,0.386622143586595,"noise"
"499","P54886","ALDH18A1",0.414696858134992,0.620256434438673,"weak"
"500","P01008","SERPINC1",NA,0.600210899353157,"noise"
"501","P01024","C3",NA,NA,"noise"
"502","Q5T749","KPRP",0.270988279397094,0.837017352765095,"noise"
"503","Q5T091","RER1",0.384505038542481,NA,"noise"
"504","V9GYM3","APOA2",NA,0.733421704783976,"noise"
"505","G8JLG2","CDSN",0.393424153298069,NA,"noise"
"506","Q13263","TRIM28",0.444466638554696,NA,"noise"
"507","B1AK20","DNAJC11",NA,NA,"noise"
"508","Q9ULV4","CORO1C",NA,NA,"noise"
"509","P62753","RPS6",NA,NA,"noise"
"510","Q8N684","CPSF7",0.505158170316577,0.625649920431843,"weak"
"511","B7Z7B0","CPSF4",NA,NA,"noise"
"512","A8K2U0","A2ML1",0.349726678961033,0.616808406181789,"weak"
"513","Q6P4A8","PLBD1",0.464239418199242,0.440788489971105,"noise"
"514","Q9NR31","SAR1A",NA,NA,"noise"
"515","P05413","FABP3",NA,NA,"noise"
"516","Q01518","CAP1",NA,NA,"noise"
"517","P35030","PRSS3",0.398485716848111,0.482673797692288,"noise"
"518","P28070","PSMB4",NA,NA,"noise"
"519","Q13151","HNRNPA0",NA,NA,"noise"
"520","P50452","SERPINB8",0.351878561495525,NA,"noise"
"521","Q99523","SORT1",0.497334510409396,0.494825130276873,"noise"
"522","P55072","VCP",NA,NA,"noise"
"523","P02787","TF",NA,0.520812975065268,"noise"
"524","Q9BYJ9","YTHDF1",NA,NA,"noise"
"525","P0DP25","CALM3",0.51049760197503,0.543363178363995,"noise"
"526","Q8NEX9","SDR9C7",NA,NA,"noise"
"527","X6RJP6","TAGLN2",NA,0.686560010445084,"noise"
"528","P36383","GJC1",NA,NA,"noise"
"529","Q92820","GGH",0.38392691392459,NA,"noise"
"530","Q9UKF6","CPSF3",NA,NA,"noise"
"531","P04080","CSTB",0.312046554185781,0.679833933981522,"weak"
"532","P42357","HAL",0.306326747494387,0.675221439450756,"weak"
"533","P04004","VTN",0.384786384782209,NA,"noise"
"534","O43251","RBFOX2",NA,NA,"noise"
"535","Q9GZZ8","LACRT",NA,NA,"noise"
"536","E7EPA1","PRPSAP2",0.499653814988939,NA,"noise"
"537","Q12874","SF3A3",NA,NA,"noise"
"538","A0A3B3ISS6","GPNMB",NA,NA,"noise"
"539","K7ERI7","RPL22",NA,NA,"noise"
"540","P35637","FUS",0.350876245837956,NA,"noise"
"541","C9JEU5","FGG",NA,NA,"noise"
"542","F8W148","CA6",NA,NA,"noise"
"543","P15586","GNS",0.347862883571263,0.688173298476535,"weak"
"544","A0A2R8Y811","RPS14",NA,NA,"noise"
"545","P00747","PLG",NA,NA,"noise"
"546","G3V3A0","SERPINA3",NA,0.68093565837412,"noise"
"547","P01036","CST4",0.399035980328365,NA,"noise"
"548","P01833","PIGR",NA,NA,"noise"
"549","Q6UN15","FIP1L1",0.315576621397727,0.621382102059203,"weak"
"550","H0Y586","PSMA7",NA,NA,"noise"
