"accession","mu","sd.x","idirt_mu","sd.y","contaminant"
"215","Q15365",0.5,0.5,0.420721494303304,0.140345742301669,"no"
"216","Q96S66",0.5,0.5,0.909617081596535,0.0479831882278007,"no"
"217","P29401",0.5,0.5,0.425527292617388,0.157526860934676,"no"
"218","A8MUD9",0.5,0.5,0.324781973327993,0.144356155287552,"no"
"219","Q01085",0.5,0.5,0.610237993180973,0.146931351437192,"no"
"220","P51572",0.5,0.5,0.37709446409919,0.15963462923549,"no"
"221","Q9Y277",0.5,0.5,0.528875741377803,0.143361040923226,"no"
"222","O43809",0.5,0.5,0.397110071619989,0.18205146062011,"no"
"223","P48047",0.5,0.5,0.286553170190681,0.158825092235624,"no"
"224","P61224",0.5,0.5,0.506484106224548,0.149000314781608,"no"
"225","Q92841",0.5,0.5,0.327191752805835,0.146642336418947,"no"
"226","H0Y4R1",0.5,0.5,0.73196871114933,0.144681166831814,"no"
"227","C9JD32",0.5,0.5,0.498086499849705,0.145859275706117,"no"
"228","P31025",0.5,0.5,0.197647818228827,0.122330367517214,"no"
"229","P78527",0.5,0.5,0.415999421529549,0.140791759002209,"no"
"230","Q6P2Q9",0.5,0.5,0.342482597145153,0.179256593701582,"no"
"231","Q96PK6",0.5,0.5,0.216674251243785,0.120470380845084,"no"
"232","P36542",0.5,0.5,0.633277738555234,0.144954082301216,"no"
"233","P09382",0.5,0.5,0.360779216655087,0.1238177432369,"no"
"234","Q9NZ01",0.5,0.5,0.378024406343483,0.149732757837819,"no"
"235","P49411",0.5,0.5,0.305585981082994,0.112990541867204,"no"
"236","P62266",0.5,0.5,0.566694112635049,0.177146212395023,"no"
"237","P21333",0.5,0.5,0.718396217089818,0.16258237606891,"no"
"238","Q02878",0.5,0.5,0.375325202189094,0.158959259961617,"no"
"239","P62913",0.5,0.5,0.575320706363495,0.174662958379212,"no"
"240","Q92945",0.5,0.5,0.242680323119297,0.117734249559129,"no"
"241","P83731",0.5,0.5,0.584290275400614,0.170571498446671,"no"
"243","P68366",0.5,0.5,0.442699155988928,0.167511506630472,"no"
"244","Q9UJZ1",0.5,0.5,0.402249010554573,0.201155335677643,"no"
"245","P00390",0.5,0.5,0.709978490070929,0.164155209388183,"no"
"246","Q13835",0.5,0.5,0.291096895225428,0.157584011025751,"no"
"247","P34897",0.5,0.5,0.349379835420532,0.139926849978271,"no"
"248","Q12906",0.5,0.5,0.311456715415559,0.15330394228128,"no"
"249","C9JRZ6",0.5,0.5,0.504784105832006,0.225188242491796,"no"
"250","Q9P035",0.5,0.5,0.57565335916116,0.172851775663019,"no"
"251","A0A669KB05",0.5,0.5,0.511793079300022,0.171446118520269,"no"
